sale_id,sale_date,perfume_id,perfume_name,brand,category,price,supplier_id,stock_quantity,reorder_level,last_restock_date,supplier_name,country,contact_email
1620,2024-05-20,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
1621,2024-05-20,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
1622,2024-05-20,63,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,282,12,2024-05-12,Gucci Official,Italy,info@gucci-official.com
1623,2024-05-20,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
1624,2024-05-20,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
1625,2024-05-20,87,L’Eau d’Issey Pour Homme,Issey Miyake,Eau de Toilette,110,26,954,2,2024-03-23,"Shiseido Company, Ltd.",Japan,info@shiseido-comp.com
1626,2024-05-20,89,Paradoxe,Prada,Eau de Parfum,150,16,718,4,2024-02-24,Prada Official,USA,info@prada-official.com
1627,2024-05-21,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
1628,2024-05-21,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
1629,2024-05-21,68,Bright Crystal,Versace,Eau de Toilette,110,14,56,18,2024-02-18,Versace Official,USA,info@versace-official.com
1630,2024-05-21,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
1631,2024-05-21,36,Boss Bottled,Hugo Boss,Eau de Toilette,120,25,570,4,2024-01-13,Hugo Boss Official,Germany,info@hugoboss-official.com
1632,2024-05-21,67,Man in Black,Bvlgari,Eau de Parfum,140,2,331,9,2024-05-18,LVMH Group,France,info@lvmn.com
1633,2024-05-21,46,Explorer,Montblanc,Eau de Parfum,120,21,672,6,2024-05-26,Montblanc Official,Germany,info@montblanc-official.com
1634,2024-05-21,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
1635,2024-05-21,9,Very Good Girl,Carolina Herrera,Eau de Parfum,138,5,542,6,2024-01-22,Puig,Spain,info@puig.com
1636,2024-05-21,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
1637,2024-05-22,47,Miss Dior,Dior,Eau de Parfum,150,11,588,4,2024-02-23,Christian Dior Official,USA,info@dior-official.com
1638,2024-05-22,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
1639,2024-05-22,42,Y,Yves Saint Laurent,Eau de Parfum,150,13,874,2,2024-05-29,YSL Beauty Official,USA,info@ysl-official.com
1640,2024-05-22,9,Very Good Girl,Carolina Herrera,Eau de Parfum,138,5,542,6,2024-01-22,Puig,Spain,info@puig.com
1641,2024-05-22,44,Scandal,Jean Paul Gaultier,Eau de Parfum,130,18,486,4,2024-01-01,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
1642,2024-05-22,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
1643,2024-05-22,41,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,177,11,2024-04-01,Coty Inc.,USA,info@coty.com
1644,2024-05-23,82,Spicebomb,Viktor & Rolf,Eau de Toilette,135,17,301,11,2024-01-03,Viktor & Rolf Official,Netherlands,info@viktorrolf-official.com
1645,2024-05-23,72,Fahrenheit,Dior,Eau de Toilette,130,11,203,7,2024-05-29,Christian Dior Official,USA,info@dior-official.com
1646,2024-05-23,61,Peony & Blush Suede,Jo Malone,Cologne,155,3,163,9,2024-01-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
1647,2024-05-23,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
1648,2024-05-23,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
1649,2024-05-23,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
1650,2024-05-23,38,Elie Saab Le Parfum,Elie Saab,Eau de Parfum,120,35,425,7,2024-03-07,Beaute Prestige International,Japan,info@beauteprestige-international.com
1651,2024-05-23,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
1652,2024-05-23,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
1653,2024-05-23,2,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,579,5,2024-03-28,Tom Ford Beauty Official,USA,info@tomford-official.com
1654,2024-05-23,3,Allure Homme Sport,Chanel,Eau de Toilette,150,8,473,7,2024-03-31,Chanel Official,USA,info@chanel-official.com
1655,2024-05-23,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
1656,2024-05-24,68,Bright Crystal,Versace,Eau de Toilette,110,14,56,18,2024-02-18,Versace Official,USA,info@versace-official.com
1657,2024-05-24,80,Polo Blue,Ralph Lauren,Eau de Toilette,120,24,249,12,2024-02-19,Ralph Lauren Official,USA,info@ralphlauren-official.com
1658,2024-05-24,74,Explorer,Montblanc,Eau de Parfum,120,21,595,4,2024-02-23,Montblanc Official,Germany,info@montblanc-official.com
1659,2024-05-24,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
1660,2024-05-24,96,Nomade,Chloe,Eau de Parfum,150,28,945,1,2024-02-26,Coty Inc.,USA,info@coty.com
1661,2024-05-24,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
1662,2024-05-24,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
1663,2024-05-24,68,Bright Crystal,Versace,Eau de Toilette,110,14,56,18,2024-02-18,Versace Official,USA,info@versace-official.com
1664,2024-05-24,5,Bal d’Afrique,Byredo,Eau de Parfum,180,5,917,2,2024-03-20,Puig,Spain,info@puig.com
1665,2024-05-25,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
1666,2024-05-25,43,Les Exclusifs de Chanel 31 Rue Cambon,Chanel,Eau de Parfum,250,8,719,3,2024-02-18,Chanel Official,USA,info@chanel-official.com
1667,2024-05-25,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
1668,2024-05-25,4,The One for Men,Dolce & Gabbana,Eau de Parfum,130,27,546,6,2024-01-11,Shiseido Group,Japan,info@shiseido-group.com
1669,2024-05-25,36,Boss Bottled,Hugo Boss,Eau de Toilette,120,25,570,4,2024-01-13,Hugo Boss Official,Germany,info@hugoboss-official.com
1670,2024-05-25,52,Jimmy Choo Eau de Parfum,Jimmy Choo,Eau de Parfum,130,29,406,6,2024-03-13,Inter Parfums Inc.,USA,info@interparfums.com
1671,2024-05-25,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
1672,2024-05-25,24,Fierce,Abercrombie & Fitch,Eau de Parfum,120,29,125,11,2024-03-24,Inter Parfums Inc.,USA,info@interparfums.com
1673,2024-05-25,28,Allure Homme Sport,Chanel,Eau de Toilette,150,8,911,2,2024-01-06,Chanel Official,USA,info@chanel-official.com
1674,2024-05-25,100,Black Orchid,Tom Ford,Eau de Parfum,180,6,588,4,2024-04-26,Tom Ford Beauty Official,USA,info@tomford-official.com
1675,2024-05-25,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
1676,2024-05-25,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
1677,2024-05-25,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
1678,2024-05-25,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
1679,2024-05-25,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
1680,2024-05-25,24,Fierce,Abercrombie & Fitch,Eau de Parfum,120,29,125,11,2024-03-24,Inter Parfums Inc.,USA,info@interparfums.com
1681,2024-05-25,66,A*Men,Mugler,Eau de Toilette,120,7,410,3,2024-02-19,L’Oreal Luxe,France,info@lorealluxe.com
1682,2024-05-25,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
1683,2024-05-25,24,Fierce,Abercrombie & Fitch,Eau de Parfum,120,29,125,11,2024-03-24,Inter Parfums Inc.,USA,info@interparfums.com
1684,2024-05-25,14,Philosykos,Diptyque,Eau de Parfum,130,4,128,10,2024-04-02,Manzanita Capital,UK,info@manzanitacapital.com
1685,2024-05-25,47,Miss Dior,Dior,Eau de Parfum,150,11,588,4,2024-02-23,Christian Dior Official,USA,info@dior-official.com
1686,2024-05-26,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
1687,2024-05-26,36,Boss Bottled,Hugo Boss,Eau de Toilette,120,25,570,4,2024-01-13,Hugo Boss Official,Germany,info@hugoboss-official.com
1688,2024-05-26,36,Boss Bottled,Hugo Boss,Eau de Toilette,120,25,570,4,2024-01-13,Hugo Boss Official,Germany,info@hugoboss-official.com
1689,2024-05-26,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
1690,2024-05-26,82,Spicebomb,Viktor & Rolf,Eau de Toilette,135,17,301,11,2024-01-03,Viktor & Rolf Official,Netherlands,info@viktorrolf-official.com
1691,2024-05-26,73,La Vie Est Belle,Lancome,Eau de Parfum,135,7,455,5,2024-03-18,L’Oreal Luxe,France,info@lorealluxe.com
1692,2024-05-26,42,Y,Yves Saint Laurent,Eau de Parfum,150,13,874,2,2024-05-29,YSL Beauty Official,USA,info@ysl-official.com
1693,2024-05-26,92,Terre d’Hermes,Hermes,Eau de Toilette,150,9,160,9,2024-03-20,Hermes International,France,info@hermes-international.com
1694,2024-05-26,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
1695,2024-05-26,92,Terre d’Hermes,Hermes,Eau de Toilette,150,9,160,9,2024-03-20,Hermes International,France,info@hermes-international.com
1696,2024-05-26,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
1697,2024-05-27,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
1698,2024-05-27,99,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,155,7,2024-03-13,Gucci Official,Italy,info@gucci-official.com
1699,2024-05-27,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
1700,2024-05-27,40,Bright Crystal,Versace,Eau de Toilette,110,14,32,19,2024-04-21,Versace Official,USA,info@versace-official.com
1701,2024-05-27,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
1702,2024-05-27,71,Beautiful,Estee Lauder,Eau de Parfum,120,3,584,7,2024-01-01,Estee Lauder Companies,USA,info@esteelauder-companies.com
1703,2024-05-27,70,Un Jardin Sur Le Nil,Hermes,Eau de Toilette,150,9,906,2,2024-01-01,Hermes International,France,info@hermes-international.com
1704,2024-05-27,32,Le Male,Jean Paul Gaultier,Eau de Toilette,120,18,130,13,2024-04-03,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
1705,2024-05-27,85,Omnia Crystalline,Bvlgari,Eau de Toilette,110,2,161,12,2024-02-26,LVMH Group,France,info@lvmn.com
1706,2024-05-27,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
1707,2024-05-27,60,Donna Born in Roma,Valentino,Eau de Parfum,138,7,877,2,2024-03-10,L’Oreal Luxe,France,info@lorealluxe.com
1708,2024-05-27,75,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,399,8,2024-03-13,Tom Ford Beauty Official,USA,info@tomford-official.com
1709,2024-05-27,53,Gypsy Water,Byredo,Eau de Parfum,180,5,240,10,2024-03-06,Puig,Spain,info@puig.com
1710,2024-05-28,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
1711,2024-05-28,9,Very Good Girl,Carolina Herrera,Eau de Parfum,138,5,542,6,2024-01-22,Puig,Spain,info@puig.com
1712,2024-05-28,17,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,570,4,2024-05-20,YSL Beauty Official,USA,info@ysl-official.com
1713,2024-05-28,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
1714,2024-05-28,76,L’Interdit,Givenchy,Eau de Parfum,138,23,84,19,2024-04-02,Givenchy Official,France,info@givenchy-official.com
1715,2024-05-28,90,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,858,1,2024-04-17,Tom Ford Beauty Official,USA,info@tomford-official.com
1716,2024-05-28,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
1717,2024-05-28,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
1718,2024-05-28,98,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,92,15,2024-03-12,Coty Inc.,USA,info@coty.com
1719,2024-05-28,74,Explorer,Montblanc,Eau de Parfum,120,21,595,4,2024-02-23,Montblanc Official,Germany,info@montblanc-official.com
1720,2024-05-28,56,Replica – By the Fireplace,Maison Margiela,Eau de Toilette,160,7,808,2,2024-04-23,L’Oreal Luxe,France,info@lorealluxe.com
1721,2024-05-28,14,Philosykos,Diptyque,Eau de Parfum,130,4,128,10,2024-04-02,Manzanita Capital,UK,info@manzanitacapital.com
1722,2024-05-28,68,Bright Crystal,Versace,Eau de Toilette,110,14,56,18,2024-02-18,Versace Official,USA,info@versace-official.com
1723,2024-05-28,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
1724,2024-05-28,53,Gypsy Water,Byredo,Eau de Parfum,180,5,240,10,2024-03-06,Puig,Spain,info@puig.com
1725,2024-05-28,33,Eau Rose,Diptyque,Eau de Parfum,130,4,37,18,2024-01-18,Manzanita Capital,UK,info@manzanitacapital.com
1726,2024-05-29,27,J’adore,Dior,Eau de Parfum,150,11,262,9,2024-04-06,Christian Dior Official,USA,info@dior-official.com
1727,2024-05-29,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
1728,2024-05-29,38,Elie Saab Le Parfum,Elie Saab,Eau de Parfum,120,35,425,7,2024-03-07,Beaute Prestige International,Japan,info@beauteprestige-international.com
1729,2024-05-29,63,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,282,12,2024-05-12,Gucci Official,Italy,info@gucci-official.com
1730,2024-05-29,55,Y,Yves Saint Laurent,Eau de Parfum,150,13,868,2,2024-04-27,YSL Beauty Official,USA,info@ysl-official.com
1731,2024-05-29,75,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,399,8,2024-03-13,Tom Ford Beauty Official,USA,info@tomford-official.com
1732,2024-05-29,66,A*Men,Mugler,Eau de Toilette,120,7,410,3,2024-02-19,L’Oreal Luxe,France,info@lorealluxe.com
1733,2024-05-29,27,J’adore,Dior,Eau de Parfum,150,11,262,9,2024-04-06,Christian Dior Official,USA,info@dior-official.com
1734,2024-05-29,32,Le Male,Jean Paul Gaultier,Eau de Toilette,120,18,130,13,2024-04-03,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
1735,2024-05-29,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
1736,2024-05-29,23,Peony & Blush Suede,Jo Malone,Cologne,155,3,84,16,2024-04-25,Estee Lauder Companies,USA,info@esteelauder-companies.com
1737,2024-05-29,6,L’Eau d’Issey Pour Homme,Issey Miyake,Eau de Toilette,110,26,254,13,2024-01-28,"Shiseido Company, Ltd.",Japan,info@shiseido-comp.com
1738,2024-05-29,21,Idole,Lancome,Eau de Parfum,135,7,283,7,2024-01-10,L’Oreal Luxe,France,info@lorealluxe.com
1739,2024-05-29,43,Les Exclusifs de Chanel 31 Rue Cambon,Chanel,Eau de Parfum,250,8,719,3,2024-02-18,Chanel Official,USA,info@chanel-official.com
1740,2024-05-30,47,Miss Dior,Dior,Eau de Parfum,150,11,588,4,2024-02-23,Christian Dior Official,USA,info@dior-official.com
1741,2024-05-30,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
1742,2024-05-30,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
1743,2024-05-30,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
1744,2024-05-30,64,Her,Burberry,Eau de Parfum,135,19,130,9,2024-01-22,Burberry Official,UK,info@burberry-official.com
1745,2024-05-30,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
1746,2024-05-30,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
1747,2024-05-30,59,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,256,14,2024-05-31,L’Oreal Luxe,France,info@lorealluxe.com
1748,2024-05-30,40,Bright Crystal,Versace,Eau de Toilette,110,14,32,19,2024-04-21,Versace Official,USA,info@versace-official.com
1749,2024-05-30,44,Scandal,Jean Paul Gaultier,Eau de Parfum,130,18,486,4,2024-01-01,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
1750,2024-05-30,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
1751,2024-05-30,9,Very Good Girl,Carolina Herrera,Eau de Parfum,138,5,542,6,2024-01-22,Puig,Spain,info@puig.com
1752,2024-05-30,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
1753,2024-05-30,53,Gypsy Water,Byredo,Eau de Parfum,180,5,240,10,2024-03-06,Puig,Spain,info@puig.com
1754,2024-05-31,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
1755,2024-05-31,6,L’Eau d’Issey Pour Homme,Issey Miyake,Eau de Toilette,110,26,254,13,2024-01-28,"Shiseido Company, Ltd.",Japan,info@shiseido-comp.com
1756,2024-05-31,43,Les Exclusifs de Chanel 31 Rue Cambon,Chanel,Eau de Parfum,250,8,719,3,2024-02-18,Chanel Official,USA,info@chanel-official.com
1757,2024-05-31,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
1758,2024-05-31,10,La Nuit de L’Homme,Yves Saint Laurent,Eau de Toilette,140,13,40,17,2024-03-02,YSL Beauty Official,USA,info@ysl-official.com
1759,2024-05-31,41,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,177,11,2024-04-01,Coty Inc.,USA,info@coty.com
1760,2024-05-31,95,Bloom,Gucci,Eau de Parfum,139,22,302,14,2024-02-27,Gucci Official,Italy,info@gucci-official.com
1761,2024-05-31,81,Fahrenheit,Dior,Eau de Toilette,130,11,139,8,2024-02-23,Christian Dior Official,USA,info@dior-official.com
1762,2024-05-31,20,Daisy,Marc Jacobs,Eau de Toilette,110,28,190,7,2024-01-29,Coty Inc.,USA,info@coty.com
1763,2024-05-31,75,Neroli Portofino,Tom Ford,Eau de Parfum,250,6,399,8,2024-03-13,Tom Ford Beauty Official,USA,info@tomford-official.com
1764,2024-05-31,35,Good Girl,Carolina Herrera,Eau de Parfum,138,5,220,9,2024-05-01,Puig,Spain,info@puig.com
1765,2024-05-31,92,Terre d’Hermes,Hermes,Eau de Toilette,150,9,160,9,2024-03-20,Hermes International,France,info@hermes-international.com
1766,2024-05-31,48,My Way,Giorgio Armani,Eau de Parfum,135,12,40,18,2024-05-11,Giorgio Armani Beauty Official,USA,info@armani-official.com
1767,2024-05-31,98,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,92,15,2024-03-12,Coty Inc.,USA,info@coty.com
1768,2024-05-31,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
1769,2024-05-31,18,Fierce,Abercrombie & Fitch,Eau de Parfum,120,29,138,12,2024-04-15,Inter Parfums Inc.,USA,info@interparfums.com
1770,2024-05-31,41,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,177,11,2024-04-01,Coty Inc.,USA,info@coty.com
1771,2024-05-31,69,Chloe Eau de Parfum,Chloe,Eau de Parfum,150,28,68,20,2024-03-14,Coty Inc.,USA,info@coty.com
1772,2024-05-31,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
1773,2024-05-31,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
1774,2024-05-31,98,Rose Gold,Tiffany & Co.,Eau de Parfum,150,28,92,15,2024-03-12,Coty Inc.,USA,info@coty.com
1775,2024-05-31,11,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,736,3,2024-02-15,Estee Lauder Companies,USA,info@esteelauder-companies.com
1776,2024-06-01,27,J’adore,Dior,Eau de Parfum,150,11,262,9,2024-04-06,Christian Dior Official,USA,info@dior-official.com
1777,2024-06-01,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
1778,2024-06-01,58,Oud Wood,Tom Ford,Eau de Parfum,280,6,748,4,2024-03-16,Tom Ford Beauty Official,USA,info@tomford-official.com
1779,2024-06-01,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
1780,2024-06-01,5,Bal d’Afrique,Byredo,Eau de Parfum,180,5,917,2,2024-03-20,Puig,Spain,info@puig.com
1781,2024-06-01,30,Icon,Dunhill,Eau de Parfum,120,31,590,6,2024-02-25,Inter Parfums UK Ltd.,UK,info@interparfums-uk.com
1782,2024-06-01,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
1783,2024-06-01,68,Bright Crystal,Versace,Eau de Toilette,110,14,56,18,2024-02-18,Versace Official,USA,info@versace-official.com
1784,2024-06-01,5,Bal d’Afrique,Byredo,Eau de Parfum,180,5,917,2,2024-03-20,Puig,Spain,info@puig.com
1785,2024-06-01,79,Gypsy Water,Byredo,Eau de Parfum,180,5,666,4,2024-05-05,Puig,Spain,info@puig.com
1786,2024-06-01,88,Blanc,Lacoste,Eau de Toilette,100,34,116,8,2024-03-23,Inter Parfums SA,France,info@interparfums-fr.com
1787,2024-06-01,37,Eau Rose,Diptyque,Eau de Parfum,130,4,180,14,2024-04-22,Manzanita Capital,UK,info@manzanitacapital.com
1788,2024-06-01,66,A*Men,Mugler,Eau de Toilette,120,7,410,3,2024-02-19,L’Oreal Luxe,France,info@lorealluxe.com
1789,2024-06-01,13,Orange Sanguine,Atelier Cologne,Eau de Cologne,140,7,61,17,2024-04-10,L’Oreal Luxe,France,info@lorealluxe.com
1790,2024-06-01,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
1791,2024-06-01,31,Artisan,John Varvatos,Eau de Toilette,120,30,273,8,2024-03-05,Revlon Inc.,USA,info@revlon.com
1792,2024-06-01,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
1793,2024-06-01,99,Gucci Guilty Pour Homme,Gucci,Eau de Toilette,130,22,155,7,2024-03-13,Gucci Official,Italy,info@gucci-official.com
1794,2024-06-01,40,Bright Crystal,Versace,Eau de Toilette,110,14,32,19,2024-04-21,Versace Official,USA,info@versace-official.com
1795,2024-06-01,100,Black Orchid,Tom Ford,Eau de Parfum,180,6,588,4,2024-04-26,Tom Ford Beauty Official,USA,info@tomford-official.com
1796,2024-06-01,86,English Pear & Freesia,Jo Malone,Cologne,140,3,802,2,2024-03-31,Estee Lauder Companies,USA,info@esteelauder-companies.com
1797,2024-06-01,19,Sauvage,Dior,Eau de Toilette,155,11,888,2,2024-04-05,Christian Dior Official,USA,info@dior-official.com
1798,2024-06-02,51,Y,Yves Saint Laurent,Eau de Parfum,150,13,79,17,2024-05-31,YSL Beauty Official,USA,info@ysl-official.com
1799,2024-06-02,39,Philosykos,Diptyque,Eau de Parfum,130,4,13,15,2024-02-19,Manzanita Capital,UK,info@manzanitacapital.com
1800,2024-06-02,44,Scandal,Jean Paul Gaultier,Eau de Parfum,130,18,486,4,2024-01-01,Jean Paul Gaultier Official,France,info@jeanpaulgaultier-official.com
1801,2024-06-02,66,A*Men,Mugler,Eau de Toilette,120,7,410,3,2024-02-19,L’Oreal Luxe,France,info@lorealluxe.com
1802,2024-06-02,25,Acqua di Gio,Giorgio Armani,Eau de Toilette,130,12,166,12,2024-04-18,Giorgio Armani Beauty Official,USA,info@armani-official.com
1803,2024-06-02,49,Bentley for Men Intense,Bentley,Eau de Parfum,130,32,157,10,2024-03-13,Lalique Group SA,Switzerland,info@lalique-group.com
1804,2024-06-02,48,My Way,Giorgio Armani,Eau de Parfum,135,12,40,18,2024-05-11,Giorgio Armani Beauty Official,USA,info@armani-official.com
1805,2024-06-02,97,My Way,Giorgio Armani,Eau de Parfum,135,12,52,18,2024-05-04,Giorgio Armani Beauty Official,USA,info@armani-official.com
1806,2024-06-02,54,The One,Dolce & Gabbana,Eau de Parfum,130,27,268,8,2024-02-19,Shiseido Group,Japan,info@shiseido-group.com
1807,2024-06-02,45,Hero,Burberry,Eau de Parfum,150,19,467,6,2024-03-19,Burberry Official,UK,info@burberry-official.com
1808,2024-06-02,77,Wood Sage & Sea Salt,Jo Malone,Cologne,140,3,99,17,2024-02-12,Estee Lauder Companies,USA,info@esteelauder-companies.com
1809,2024-06-02,1,Sauvage,Dior,Eau de Toilette,155,11,469,3,2024-03-04,Christian Dior Official,USA,info@dior-official.com
